478.5022380171355,473.4218451486753,527.5750278889693,468.3953922404645,533.4033492558436,463.4223065967713,539.2960582987068
478.5202830807347,473.4456497807856,527.550702003291,468.4307200779166,533.3664573214025,463.4922121004989,539.2214593114494
478.5383281443339,473.469454412896,527.5263761176127,468.4660479153687,533.3295653869615,463.5621176042266,539.1468603241919
478.5563732079332,473.4932590450063,527.5020502319344,468.5013757528209,533.2926734525204,463.6320231079542,539.0722613369346
478.5744182715325,473.5170636771167,527.4777243462561,468.536703590273,533.2557815180792,463.7019286116818,538.9976623496772
478.5924633351317,473.540868309227,527.4533984605778,468.5720314277251,533.2188895836381,463.7718341154094,538.9230633624197
478.6105083987309,473.5646729413373,527.4290725748995,468.6073592651772,533.181997649197,463.8417396191371,538.8484643751623
478.6285534623302,473.5884775734477,527.4047466892212,468.6426871026293,533.1451057147559,463.9116451228647,538.7738653879049
478.6465985259294,473.612282205558,527.3804208035428,468.6780149400814,533.1082137803148,463.9815506265924,538.6992664006475
478.6646435895287,473.6360868376684,527.3560949178644,468.7133427775336,533.0713218458737,464.05145613032,538.6246674133901
478.6826886531279,473.6598914697787,527.3317690321861,468.7486706149857,533.0344299114327,464.1213616340476,538.5500684261326
478.7007337167271,473.683696101889,527.3074431465078,468.7839984524378,532.9975379769916,464.1912671377752,538.4754694388753
478.7187787803264,473.7075007339993,527.2831172608295,468.8193262898899,532.9606460425504,464.2611726415029,538.4008704516178
478.7368238439257,473.7313053661097,527.2587913751512,468.854654127342,532.9237541081093,464.3310781452305,538.3262714643604
478.7548689075249,473.75510999822,527.2344654894729,468.8899819647941,532.8868621736682,464.4009836489581,538.2516724771029
478.7729139711241,473.7789146303303,527.2101396037946,468.9253098022463,532.8499702392271,464.4708891526857,538.1770734898456
478.7909590347234,473.8027192624407,527.1858137181163,468.9606376396983,532.813078304786,464.5407946564134,538.1024745025882
478.8090040983226,473.826523894551,527.161487832438,468.9959654771505,532.7761863703449,464.610700160141,538.0278755153307
478.8270491619219,473.8503285266614,527.1371619467596,469.0312933146026,532.7392944359038,464.6806056638686,537.9532765280733
478.8450942255211,473.8741331587717,527.1128360610813,469.0666211520547,532.7024025014628,464.7505111675962,537.8786775408159
478.8631392891203,473.8979377908821,527.088510175403,469.1019489895068,532.6655105670216,464.8204166713239,537.8040785535585
478.8811843527196,473.9217424229924,527.0641842897247,469.137276826959,532.6286186325805,464.8903221750516,537.7294795663011
478.8992294163188,473.9455470551027,527.0398584040464,469.172604664411,532.5917266981394,464.9602276787792,537.6548805790436
478.9172744799181,473.9693516872131,527.0155325183681,469.2079325018632,532.5548347636983,465.0301331825068,537.5802815917863
